ticker,expense,segment,issuer,name,aum,return_ytd,return_1m,return_3m,return_1y,return_3y,return_5y,return_10y,flow_ytd,flow_1m,flow_3m,flow_1y,flow_3y
PSMB,0.32%,Asset Allocation: Global Target Risk,Invesco,Invesco Balanced Multi-Asset Allocation ETF,26,-5.27%,-4.60%,-3.57%,6.15%,11.16%,--,--,$2.38M,$2.55M,$5.29M,$17.25M,$21.67M
SNUG,0.88%,Asset Allocation: Global Target Risk,Alpha Architect,Merlyn.AI Tactical Growth and Income ETF,24,-3.54%,-3.50%,-4.04%,-1.84%,--,--,--,$1.12M,$1.12M,$1.95M,$3.32M,$23.39M
PSMM,0.33%,Asset Allocation: Global Target Risk,Invesco,Invesco Moderately Conservative Multi-Asset Allocation ETF,22,-4.26%,-3.87%,-2.73%,4.36%,9.16%,--,--,$1.38M,$1.86M,$5.02M,$18.75M,$17.95M
PSMG,0.30%,Asset Allocation: Global Target Risk,Invesco,Invesco Growth Multi-Asset Allocation ETF,22,-6.16%,-5.52%,-4.03%,8.78%,13.01%,--,--,$1.32M,$1.32M,$3.02M,$13.23M,$15.60M
EAOA,0.18%,Asset Allocation: Global Target Risk,Blackrock,iShares ESG Aware Aggressive Allocation ETF,21,-6.63%,-6.23%,-5.80%,3.82%,--,--,--,$0.00M,$0.00M,$1.73M,$15.99M,$17.29M
PSMC,0.36%,Asset Allocation: Global Target Risk,Invesco,Invesco Conservative Multi-Asset Allocation ETF,15,-3.03%,-3.03%,-2.22%,1.84%,6.87%,--,--,$0.00M,$0.69M,$1.82M,$7.92M,$0.86M
BOB,0.85%,Asset Allocation: Global Target Risk,Alpha Architect,Merlyn.AI Best-of-Breed Core Momentum ETF,12,-11.06%,-10.48%,-8.97%,-0.01%,--,--,--,$0.51M,$0.51M,$0.21M,$6.05M,$12.27M
EAOR,0.18%,Asset Allocation: Global Target Risk,Blackrock,iShares ESG Aware Growth Allocation ETF,9,-5.62%,-5.27%,-4.89%,2.11%,--,--,--,$0.00M,$0.00M,$0.00M,$4.57M,$5.87M
EAOM,0.18%,Asset Allocation: Global Target Risk,Blackrock,iShares ESG Aware Moderate Allocation ETF,6,-4.53%,-4.31%,-3.98%,0.29%,--,--,--,$0.00M,$0.00M,-$0.00M,$1.40M,$2.68M
GHTA,0.99%,Asset Allocation: Global Target Risk,Goose Hollow Capital Management LLC,Goose Hollow Tactical Allocation ETF,2,1.20%,0.93%,--,--,--,--,--,$0.61M,$0.61M,$1.23M,$1.23M,$1.23M
SAVN,0.55%,Asset Allocation: Global Target Risk,Lifegoal Investments LLC,LifeGoal Conservative Wealth Builder ETF,1,-2.67%,-2.46%,-2.25%,--,--,--,--,$0.25M,$0.25M,$0.50M,$0.76M,$0.76M
GCEC,0.95%,Asset Allocation: Target Outcome,Goldman Sachs,Claymore CEF Index-Linked GS Connect ETN,8,-14.41%,29.74%,5.42%,-15.78%,-8.75%,-3.56%,-2.70%,--,--,--,--,--
DRSK,0.79%,Asset Allocation: U.S. Target Outcome,Aptus Capital Advisors,Aptus Defined Risk ETF,836,-1.46%,-1.44%,-1.33%,-1.12%,7.74%,--,--,-$10.04M,-$4.22M,$46.55M,$288.74M,$774.96M
RORO,1.13%,Asset Allocation: U.S. Target Outcome,Toroso Investments,ATAC US Rotation ETF,30,-16.42%,-16.23%,-17.74%,-12.37%,--,--,--,-$1.49M,-$3.87M,$2.03M,$8.26M,$33.98M
ERM,0.68%,Asset Allocation: U.S. Target Outcome,First Trust,EquityCompass Risk Manager ETF,23,-4.21%,-3.31%,-3.19%,15.00%,8.43%,--,--,$0.00M,$0.00M,$0.00M,$9.91M,-$6.72M
QSWN,0.49%,Asset Allocation: U.S. Target Outcome,Amplify Investments,Amplify BlackSwan Tech & Treasury ETF,2,-9.27%,-9.43%,--,--,--,--,--,$1.20M,$1.20M,$2.45M,$2.45M,$2.45M
FIVR,0.88%,Asset Allocation: U.S. Target Outcome,Strategy Shares,Strategy Shares NASDAQ 5HANDL Index ETF,2,-4.94%,--,--,--,--,--,--,$1.23M,$1.23M,$1.23M,$1.23M,$1.23M
FATT,1.15%,Asset Allocation: U.S. Target Outcome,"Tuttle Tactical Management, LLC",Fat Tail Risk ETF,1,-4.92%,-5.39%,-5.21%,--,--,--,--,-$0.57M,-$1.17M,-$1.17M,$0.67M,$0.67M
NTSX,0.20%,Asset Allocation: U.S. Target Risk,WisdomTree,WisdomTree U.S. Efficient Core Fund,950,-10.49%,-10.02%,-7.49%,7.33%,19.45%,--,--,$75.00M,$50.59M,$256.85M,$526.33M,$849.49M
ONOF,0.39%,Asset Allocation: U.S. Target Risk,"Mirae Asset Global Investments Co., Ltd.",Global X Adaptive U.S. Risk Management ETF,113,-9.69%,-9.03%,-5.97%,12.20%,--,--,--,$4.15M,$4.47M,$20.63M,$77.22M,$108.40M
QPX,1.68%,Asset Allocation: U.S. Target Risk,AdvisorShares,AdvisorShares Q Dynamic Growth ETF,98,-12.97%,-12.77%,-9.72%,2.11%,--,--,--,-$13.49M,-$13.19M,$2.98M,$95.79M,$99.71M
ARMR,0.60%,Asset Allocation: U.S. Target Risk,Exchange Traded Concepts,Armor U.S. Equity Index ETF,74,-8.06%,-8.51%,-6.39%,10.29%,--,--,--,$9.06M,$10.38M,$22.65M,$68.21M,$71.25M
CLSC,0.69%,Asset Allocation: U.S. Target Risk,Exchange Traded Concepts,Cabana Target Leading Sector Conservative ETF,67,-8.91%,-8.40%,-8.51%,--,--,--,--,$5.24M,$5.87M,-$114.57M,$66.05M,$66.05M
PWS,0.60%,Asset Allocation: U.S. Target Risk,Pacer Advisors,Pacer WealthShield ETF,44,-9.74%,-9.83%,-12.34%,0.75%,8.78%,--,--,-$4.65M,-$6.31M,-$6.16M,-$9.19M,-$81.94M
QPT,1.19%,Asset Allocation: U.S. Target Risk,AdvisorShares,AdvisorShares Q Portfolio Blended Allocation ETF,5,-9.10%,-9.09%,-7.07%,-2.77%,--,--,--,$0.13M,$0.13M,$2.16M,-$1.09M,$4.34M
TAEQ,1.70%,Asset Allocation: U.S. Target Risk,"Tuttle Tactical Management, LLC",Trend Aggregation U.S. ETF,3,0%,0%,0%,1.51%,--,--,--,$0.00M,$0.00M,$0.00M,-$47.91M,-$2.29M
HNDL,0.97%,Asset Allocation:Asset Allocation Target Outcome,Strategy Shares,Strategy Shares NASDAQ 7 HANDL Index ETF,1600,-6.07%,-5.16%,-4.23%,1.33%,9.38%,--,--,$190.11M,$217.94M,$423.56M,"$1,424.98M","$1,658.35M"
SWAN,0.49%,Asset Allocation:Asset Allocation Target Outcome,Amplify Investments,Amplify BlackSwan Growth & Treasury Core ETF,778,-7.59%,-7.02%,-5.47%,1.90%,12.37%,--,--,-$36.26M,-$80.34M,-$35.12M,$23.49M,$671.81M
MDIV,0.73%,Asset Allocation:Asset Allocation Target Outcome,First Trust,Multi-Asset Diversified Income Index Fund,467,0.24%,1.56%,0.17%,14.09%,3.10%,2.58%,--,$4.16M,$3.35M,-$2.45M,-$24.41M,-$53.01M
DMRL,0.35%,Asset Allocation:Asset Allocation Target Outcome,Transamerica Funds,DeltaShares S&P 500 Managed Risk ETF,414,-8.92%,-8.19%,-4.87%,13.51%,13.08%,--,--,$0.00M,$0.00M,$2.11M,-$9.78M,-$120.02M
TAIL,0.59%,Asset Allocation:Asset Allocation Target Outcome,Cambria,Cambria Tail Risk ETF,358,1.01%,0.45%,0.36%,-10.84%,-4.10%,--,--,$9.29M,$11.97M,$33.82M,$18.07M,$394.90M
RISN,0.82%,Asset Allocation:Asset Allocation Target Outcome,Inspire,Inspire Tactical Balanced ESG ETF,108,-10.65%,-9.44%,-16.10%,-1.26%,--,--,--,$4.82M,$4.82M,$17.68M,$37.44M,$110.48M
ZHDG,1.02%,Asset Allocation:Asset Allocation Target Outcome,Toroso Investments,ZEGA Buy and Hedge ETF,107,-6.61%,-6.03%,-3.35%,--,--,--,--,$6.00M,$9.15M,$22.18M,$110.34M,$110.34M
DMRM,0.45%,Asset Allocation:Asset Allocation Target Outcome,Transamerica Funds,DeltaShares S&P 400 Managed Risk ETF,93,-7.84%,-6.83%,-7.20%,3.15%,4.64%,--,--,$0.00M,$0.00M,-$1.24M,-$5.84M,-$26.12M
HIPS,2.88%,Asset Allocation:Asset Allocation Target Outcome,GraniteShares,GraniteShares HIPS U.S. High Income ETF,70,-3.10%,-2.52%,-5.06%,14.97%,5.32%,3.57%,--,$1.52M,$1.52M,$3.07M,$42.88M,$62.13M
CYA,0.50%,Asset Allocation:Asset Allocation Target Outcome,Simplify Asset Management Inc.,Simplify Tail Risk Strategy ETF,59,-1.80%,-1.54%,-3.54%,--,--,--,--,$30.71M,$31.31M,$43.48M,$58.45M,$58.45M
ISWN,0.49%,Asset Allocation:Asset Allocation Target Outcome,Amplify Investments,Amplify BlackSwan ISWN ETF,45,-4.74%,-5.36%,-6.13%,-4.69%,--,--,--,$5.55M,$5.55M,$4.90M,$46.90M,$46.90M
DMRS,0.45%,Asset Allocation:Asset Allocation Target Outcome,Transamerica Funds,DeltaShares S&P 600 Managed Risk ETF,41,-6.60%,-5.75%,-6.13%,-0.25%,2.10%,--,--,$0.00M,-$1.17M,-$1.17M,-$4.06M,-$3.70M
FFHG,1.14%,Asset Allocation:Asset Allocation Target Outcome,Al Marketing LLC,FormulaFolios Hedged Growth ETF,40,-8.77%,-7.78%,-7.51%,7.22%,9.36%,--,--,$0.00M,$0.00M,-$5.48M,-$19.25M,-$32.97M
QDPL,0.79%,Asset Allocation:Asset Allocation Target Outcome,Pacer Advisors,Pacer Metaurus US Large Cap Dividend Multiplier 400 ETF,33,-7.62%,-7.14%,-4.31%,--,--,--,--,$2.09M,$4.32M,$10.88M,$34.84M,$34.84M
IDIV,0.87%,Asset Allocation:Asset Allocation Target Outcome,Metaurus Advisors,U.S. Equity Cumulative Dividends Fund-Series 2027,33,0.59%,2.49%,2.83%,11.41%,7.44%,--,--,-$0.00M,$0.00M,-$0.01M,$13.83M,$36.16M
VPC,5.53%,Asset Allocation:Asset Allocation Target Outcome,Virtus Investment Partners,Virtus Private Credit Strategy ETF,30,-1.71%,-1.01%,-3.50%,18.15%,--,--,--,$0.00M,$0.00M,$3.05M,$3.26M,$107.19M
WBIT,0.67%,Asset Allocation:Asset Allocation Target Outcome,WBI,WBI BullBear Trend Switch U.S. 3000 Total Return ETF,28,-2.35%,-2.34%,-0.43%,6.90%,--,--,--,-$0.53M,-$0.53M,-$1.06M,-$2.61M,$29.10M
CEFD,0.95%,Asset Allocation:Asset Allocation Target Outcome,UBS,ETRACS Monthly Pay 1.5X Leveraged Closed-End Fund Index ETN,28,-10.28%,-8.95%,-10.79%,7.34%,--,--,--,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
MSMR,0.99%,Asset Allocation:Asset Allocation Target Outcome,Aptus Capital Advisors,McElhenny Sheffield Managed Risk ETF,25,-7.25%,-7.56%,--,--,--,--,--,$3.51M,$4.75M,$27.03M,$27.03M,$27.03M
TWIO,0.85%,Asset Allocation:Asset Allocation Target Outcome,OBP Capital LLC,Trajan Wealth Income Opportunities ETF,24,-2.17%,-2.16%,-2.31%,--,--,--,--,$0.73M,$0.73M,$1.25M,$21.76M,$21.76M
RRH,0.85%,Asset Allocation:Asset Allocation Target Outcome,Advocate Capital Management LLC,Advocate Rising Rate Hedge ETF,21,--,--,--,--,--,--,--,$2.20M,$2.20M,$2.20M,$2.20M,$2.20M
OPPX,0.75%,Asset Allocation:Asset Allocation Target Outcome,Exchange Traded Concepts,Corbett Road Tactical Opportunity ETF,18,-14.98%,-14.17%,-14.14%,--,--,--,--,$1.32M,$1.32M,$2.02M,$16.05M,$16.05M
MRSK,0.99%,Asset Allocation:Asset Allocation Target Outcome,Toews Corp.,Toews Agility Shares Managed Risk ETF,12,-4.72%,-3.70%,-14.19%,-0.74%,--,--,--,$0.00M,$0.73M,$3.22M,$6.39M,$9.76M
HYIN,2.93%,Asset Allocation:Asset Allocation Target Outcome,WisdomTree,WisdomTree Alternative Income Fund,11,-2.08%,-1.81%,-4.69%,--,--,--,--,-$1.44M,-$1.44M,-$0.41M,$10.82M,$10.82M
GLDB,0.79%,Asset Allocation:Asset Allocation Target Outcome,Strategy Shares,Strategy Shares Gold-Hedged Bond ETF,4,-4.11%,-2.77%,-1.76%,--,--,--,--,$0.00M,$0.00M,$0.61M,$1.20M,$1.20M
TRPL,0.79%,Asset Allocation:Asset Allocation Target Outcome,Pacer Advisors,Pacer Metaurus US Large Cap Dividend Multiplier 300 ETF,2,-8.08%,-7.41%,-4.48%,--,--,--,--,$0.00M,$0.00M,-$0.01M,$2.02M,$2.02M
DBA,0.93%,Commodities: Agriculture,Invesco,Invesco DB Agriculture Fund,1070,2.13%,1.20%,4.78%,22.32%,6.25%,0.09%,-3.41%,$36.68M,$36.68M,$100.02M,$197.53M,$380.23M
RJA,0.75%,Commodities: Agriculture,Swedish Export Credit,Elements Rogers International Commodity Index-Agriculture TR ETN,170,2.77%,2.54%,8.15%,31.51%,15.61%,6.30%,-0.29%,$13.30M,$13.30M,$25.23M,$33.64M,$19.82M
JJA,0.45%,Commodities: Agriculture,Barclays Capital Inc.,iPath Series B Bloomberg Agriculture Subindex Total Return ETN,21,4.95%,3.30%,9.27%,26.52%,14.55%,--,--,--,--,--,--,--
TAGS,0.21%,Commodities: Agriculture,Teucrium,Teucrium Agricultural Fund,12,3.27%,0.98%,4.74%,25.88%,10.30%,1.17%,--,-$2.34M,$1.78M,$3.12M,$7.48M,$8.88M
NIB,0.70%,Commodities: Agriculture Cocoa,Barclays Capital Inc.,iPath Bloomberg Cocoa Subindex Total Return ETN,20,-1.14%,2.28%,-5.77%,-5.94%,3.81%,1.37%,-1.51%,-$0.13M,-$2.92M,-$14.30M,$5.19M,-$6.48M
JO,0.45%,Commodities: Agriculture Coffee,Barclays Capital Inc.,iPath Series B Bloomberg Coffee Subindex Total Return ETN,85,5.46%,2.95%,12.45%,76.35%,17.91%,--,--,-$13.27M,-$17.46M,-$36.30M,-$52.89M,-$42.98M
CORN,2.19%,Commodities: Agriculture Corn,Teucrium,Teucrium Corn Fund,121,4.78%,2.36%,10.10%,35.64%,11.42%,3.11%,-5.72%,-$4.43M,-$0.04M,-$16.07M,-$67.26M,-$4.01M
BAL,0.45%,Commodities: Agriculture Cotton,Barclays Capital Inc.,iPath Series B Bloomberg Cotton Subindex Total Return ETN,23,8.10%,11.64%,15.39%,46.85%,15.05%,--,--,$1.29M,$2.38M,-$1.58M,$6.67M,$6.02M
JJG,0.45%,Commodities: Agriculture Grains,Barclays Capital Inc.,iPath Series B Bloomberg Grains Subindex Total Return ETN,23,4.50%,1.73%,10.23%,18.17%,12.79%,--,--,--,--,--,--,--
GRU,0.75%,Commodities: Agriculture Grains,Swedish Export Credit,ELEMENTS Linked to ICE BofAML Commodity index eXtra Grains - Total Return ETN,7,2.11%,1.04%,10.02%,22.31%,13.35%,3.95%,-2.45%,$0.65M,$0.65M,$0.36M,$2.09M,$1.33M
FUE,0.75%,Commodities: Agriculture Grains,Swedish Export Credit,ELEMENTS Linked to the ICE BofAML Commodity Index eXtra Biofuels - Total Return ETN,2,4.96%,5.12%,8.45%,31.03%,17.76%,7.67%,0.25%,$0.31M,$0.82M,$0.33M,$1.29M,$0.59M
COW,0.45%,Commodities: Agriculture Livestock,Barclays Capital Inc.,iPath Series B Bloomberg Livestock Subindex Total Return ETN,19,2.09%,1.14%,5.58%,7.69%,-7.57%,--,--,--,--,--,--,--
JJS,0.45%,Commodities: Agriculture Softs,Barclays Capital Inc.,iPath Series B Bloomberg Softs Subindex Total Return ETN,8,3.70%,2.49%,7.02%,47.26%,14.91%,--,--,--,--,--,--,--
SOYB,1.88%,Commodities: Agriculture Soybeans,Teucrium,Teucrium Soybean Fund,47,6.20%,6.06%,11.44%,18.90%,13.15%,4.01%,1.06%,$0.00M,$1.74M,-$5.80M,-$63.43M,-$20.77M
SGG,0.45%,Commodities: Agriculture Sugar,Barclays Capital Inc.,iPath Series B Bloomberg Sugar Subindex Total Return ETN,26,-2.09%,-4.17%,-6.24%,16.74%,8.60%,--,--,-$0.23M,-$0.23M,-$1.72M,$1.91M,-$6.50M
CANE,1.88%,Commodities: Agriculture Sugar,Teucrium,Teucrium Sugar Fund,23,-1.63%,-2.48%,-4.13%,30.28%,7.03%,-8.16%,-9.23%,$0.00M,$0.00M,-$2.74M,$3.56M,$7.20M
WEAT,1.91%,Commodities: Agriculture Wheat,Teucrium,Teucrium Wheat Fund,78,2.84%,-2.44%,3.68%,20.25%,7.59%,1.12%,-10.01%,-$1.82M,-$1.82M,-$2.61M,-$13.14M,-$0.63M
PDBC,0.59%,Commodities: Broad Market,Invesco,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF,5280,6.97%,7.58%,-24.69%,7.22%,2.19%,0.90%,--,$810.04M,$926.04M,$742.19M,"$2,627.26M","$3,776.67M"
DBC,0.88%,Commodities: Broad Market,Invesco,Invesco DB Commodity Index Tracking Fund,2950,6.88%,7.50%,2.11%,45.35%,13.20%,7.56%,-2.04%,$173.76M,$180.01M,$7.73M,$838.13M,$173.14M
COMT,0.48%,Commodities: Broad Market,Blackrock,iShares GSCI Commodity Dynamic Roll Strategy ETF,2770,8.03%,9.06%,3.73%,42.01%,8.10%,6.30%,--,$55.71M,$64.88M,$282.96M,"$2,445.26M","$2,370.84M"
FTGC,0.95%,Commodities: Broad Market,First Trust,First Trust Global Tactical Commodity Strategy Fund,2240,5.94%,6.40%,2.74%,31.46%,12.23%,5.40%,--,$153.14M,$151.98M,$243.08M,"$1,738.97M","$1,868.69M"
GSG,0.85%,Commodities: Broad Market,Blackrock,iShares S&P GSCI Commodity Indexed Trust,1570,9.99%,10.45%,3.86%,44.88%,7.32%,3.81%,-5.76%,$4.16M,$4.16M,$74.80M,$188.60M,-$128.34M
DJP,0.70%,Commodities: Broad Market,Barclays Capital Inc.,iPath Bloomberg Commodity Index Total Return ETN,999,7.84%,8.25%,0.42%,36.52%,11.13%,4.87%,-3.40%,-$72.94M,-$53.76M,$65.22M,$258.92M,$21.65M
BCI,0.25%,Commodities: Broad Market,Abrdn Plc,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,714,6.52%,6.90%,-0.14%,30.78%,9.89%,--,--,$49.09M,$65.29M,-$10.31M,$320.20M,$449.71M
COM,0.70%,Commodities: Broad Market,Direxion,Direxion Auspice Broad Commodity Strategy ETF,271,3.29%,3.40%,-8.22%,15.75%,8.06%,--,--,$17.76M,$22.15M,$40.12M,$188.11M,$207.73M
USCI,1.03%,Commodities: Broad Market,US Commodity Funds,United States Commodity Index Fund,253,7.59%,8.41%,5.50%,38.97%,6.45%,2.98%,-2.71%,$2.23M,$2.23M,-$18.84M,$35.65M,-$232.68M
COMB,0.25%,Commodities: Broad Market,GraniteShares,GraniteShares Bloomberg Commodity Broad Strategy No K-1 ETF,249,6.67%,7.38%,0.41%,31.27%,9.95%,--,--,$6.59M,$5.09M,$5.20M,$158.08M,$185.16M
CMDY,0.28%,Commodities: Broad Market,Blackrock,iShares Bloomberg Roll Select Commodity Strategy ETF,246,6.47%,6.63%,0.54%,31.45%,11.14%,--,--,$12.11M,$29.57M,$68.54M,$194.33M,$203.46M
GCC,0.55%,Commodities: Broad Market,WisdomTree,WisdomTree Enhanced Commodity Strategy Fund,242,5.48%,5.27%,2.38%,24.49%,9.98%,3.93%,-2.70%,$16.98M,$16.98M,$46.46M,$116.74M,$58.72M
GSCE,1.25%,Commodities: Broad Market,Goldman Sachs,GS Connect S&P GSCI Enhanced Commodity TR Strategy Index ETN,185,-44.06%,0%,1.82%,-36.35%,-13.74%,-10.35%,-10.98%,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
RJI,0.75%,Commodities: Broad Market,Swedish Export Credit,Elements Rogers International Commodity Index-Total Return ETN,126,8.02%,8.80%,4.39%,44.09%,12.71%,7.25%,-1.73%,$3.34M,$3.34M,-$21.32M,-$31.81M,-$195.32M
DJCB,0.50%,Commodities: Broad Market,UBS,ETRACS Bloomberg Commodity Index Total Return ETN Series B,124,7.54%,7.94%,0.53%,34.14%,--,--,--,$0.00M,$0.00M,$0.00M,$7.88M,$71.22M
BCD,0.29%,Commodities: Broad Market,Abrdn Plc,abrdn Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,109,6.54%,7.03%,3.08%,36.47%,14.47%,--,--,$15.94M,$31.26M,$54.31M,$85.65M,$96.74M
UCIB,0.55%,Commodities: Broad Market,UBS,ETRACS CMCI Total Return ETN Series B,62,6.58%,7.24%,5.52%,40.47%,15.47%,8.69%,--,$0.00M,$0.00M,$0.00M,-$0.31M,$33.94M
HCOM,0.89%,Commodities: Broad Market,The Hartford,Hartford Schroders Commodity Strategy ETF,45,6.38%,6.57%,-0.49%,--,--,--,--,$32.41M,$32.41M,$32.93M,$42.93M,$42.93M
BCM,0.70%,Commodities: Broad Market,Barclays Capital Inc.,iPath Pure Beta Broad Commodity ETN,38,6.47%,7.36%,3.89%,35.20%,15.09%,8.54%,-0.85%,$1.01M,$1.01M,$0.83M,-$3.49M,-$26.03M
CCRV,0.40%,Commodities: Broad Market,Blackrock,iShares Commodity Curve Carry Strategy ETF,34,7.12%,8.04%,6.40%,39.84%,--,--,--,$0.00M,$0.00M,$0.00M,-$2.60M,-$2.60M
GSP,0.75%,Commodities: Broad Market,Barclays Capital Inc.,iPath S&P GSCI Total Return Index ETN,31,11.61%,12.79%,4.55%,58.00%,9.16%,5.03%,-5.99%,$4.88M,$4.88M,$3.53M,$6.96M,-$7.00M
SDCI,0.70%,Commodities: Broad Market,"Wainwright, Inc.",USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund,8,7.82%,-1.20%,-3.08%,18.86%,1.24%,--,--,$0.00M,$0.00M,$0.00M,$4.11M,$4.62M
RJZ,0.75%,Commodities: Broad Market Metals,Swedish Export Credit,Elements Rogers International Commodity Index-Metals Total Return ETN,8,3.39%,3.93%,2.85%,16.62%,14.07%,8.52%,0.24%,$1.21M,$1.21M,$1.77M,$2.34M,-$4.27M
DBE,0.77%,Commodities: Energy,Invesco,Invesco DB Energy Fund,122,11.42%,12.54%,1.66%,64.63%,11.84%,7.98%,-3.63%,$5.33M,$5.33M,-$23.43M,$19.88M,-$12.34M
RJN,0.75%,Commodities: Energy,Swedish Export Credit,Elements Rogers International Commodity Index-Energy TR ETN,5,15.91%,17.72%,1.49%,71.91%,3.06%,2.80%,-7.64%,$0.15M,$0.15M,$0.42M,$0.69M,-$8.53M
JJE,0.45%,Commodities: Energy,Barclays Capital Inc.,iPath Series B Bloomberg Energy Subindex Total Return ETN,4,13.40%,15.29%,-7.51%,61.33%,-0.67%,--,--,--,--,--,--,--
KRBN,0.79%,Commodities: Energy Carbon Credits,CICC,KraneShares Global Carbon Strategy ETF,1700,0.81%,7.85%,23.98%,105.92%,--,--,--,$65.06M,$67.52M,$382.42M,"$1,237.29M","$1,256.42M"
GRN,0.75%,Commodities: Energy Carbon Credits,Barclays Capital Inc.,iPath Series B Carbon ETN,141,9.73%,18.80%,47.04%,163.33%,--,--,--,$13.58M,$12.72M,$21.80M,$81.00M,$83.51M
KEUA,0.79%,Commodities: Energy Carbon Credits,CICC,KraneShares European Carbon Allowance Strategy ETF,111,8.96%,18.30%,-51.86%,--,--,--,--,$8.90M,$8.90M,$38.23M,$53.36M,$53.36M
KCCA,0.79%,Commodities: Energy Carbon Credits,CICC,KraneShares California Carbon Allowance Strategy ETF,21,-13.60%,-7.22%,-9.39%,--,--,--,--,$6.34M,$6.34M,$34.39M,$38.14M,$38.14M
USO,0.79%,Commodities: Energy Crude Oil,US Commodity Funds,United States Oil Fund LP,2600,13.47%,16.09%,5.53%,73.99%,-11.82%,-7.73%,-14.84%,-$74.44M,-$139.71M,-$416.99M,"-$2,320.03M",$676.79M
DBO,0.77%,Commodities: Energy Crude Oil,Invesco,Invesco DB Oil Fund,461,10.85%,13.27%,-2.59%,64.69%,15.74%,10.27%,-6.09%,-$11.78M,-$11.78M,-$20.66M,-$238.79M,-$191.23M
BNO,0.90%,Commodities: Energy Crude Oil,US Commodity Funds,United States Brent Oil Fund LP,245,13.96%,15.85%,4.70%,72.18%,11.08%,9.03%,-4.72%,-$9.76M,-$9.76M,-$20.42M,-$270.01M,-$161.73M
USOI,0.85%,Commodities: Energy Crude Oil,Credit Suisse Group AG,Credit Suisse X-Links Crude Oil Shares Covered Call ETN,205,1.16%,2.94%,-7.08%,18.37%,-21.75%,--,--,$15.92M,$15.56M,$60.27M,$143.11M,$205.07M
USL,0.88%,Commodities: Energy Crude Oil,US Commodity Funds,United States 12 Month Oil Fund LP,151,12.39%,15.19%,5.69%,71.44%,15.03%,9.42%,-3.39%,-$2.88M,-$2.88M,-$14.21M,-$149.58M,-$132.50M
OIL,0.85%,Commodities: Energy Crude Oil,Barclays Capital Inc.,iPath Pure Beta Crude Oil ETN,107,13.12%,15.73%,5.40%,75.20%,16.63%,9.52%,-4.73%,$16.23M,$15.48M,$13.52M,$35.41M,$65.76M
OILK,0.68%,Commodities: Energy Crude Oil,ProShares,ProShares K-1 Free Crude Oil Strategy ETF,67,12.72%,15.13%,6.28%,70.53%,-6.86%,-4.85%,--,$6.79M,$6.79M,-$1.66M,$2.18M,$24.49M
UGA,0.75%,Commodities: Energy Gasoline,US Commodity Funds,United States Gasoline Fund LP,79,12.35%,12.77%,4.85%,70.07%,23.64%,9.74%,-1.17%,$0.00M,-$10.57M,-$16.18M,-$56.60M,-$65.39M
UNG,1.28%,Commodities: Energy Natural Gas,US Commodity Funds,United States Natural Gas Fund LP,398,11.93%,15.54%,-29.89%,44.57%,-20.07%,-16.23%,-17.00%,-$17.87M,-$17.87M,$52.58M,-$41.27M,$380.21M
UNL,0.90%,Commodities: Energy Natural Gas,US Commodity Funds,United States 12 Month Natural Gas Fund LP,24,11.85%,13.65%,-11.95%,62.35%,5.76%,2.96%,-3.78%,$5.45M,$5.45M,$8.08M,$11.23M,$15.02M
GAZ,0.45%,Commodities: Energy Natural Gas,Barclays Capital Inc.,iPath Series B Bloomberg Natural Gas Subindex Total Return ETN,8,11.21%,13.43%,-31.68%,37.14%,-21.76%,--,--,-$0.13M,-$1.88M,-$3.38M,$4.76M,$7.14M
DBB,0.80%,Commodities: Industrial Metals,Invesco,Invesco DB Base Metals Fund,521,4.18%,4.60%,5.60%,34.05%,13.41%,8.48%,1.11%,$16.11M,$16.11M,$26.47M,$240.95M,$250.43M
BCIM,0.39%,Commodities: Industrial Metals,Abrdn Plc,abrdn Bloomberg Industrial Metals Strategy K-1 Free ETF,28,5.11%,5.89%,5.82%,--,--,--,--,$0.00M,$0.00M,$0.62M,$26.35M,$26.35M
JJM,0.45%,Commodities: Industrial Metals,Barclays Capital Inc.,iPath Series B Bloomberg Industrial Metals Subindex Total Return ETN,14,4.76%,5.42%,5.49%,32.90%,16.50%,--,--,--,--,--,--,--
JJU,0.45%,Commodities: Industrial Metals Aluminum,Barclays Capital Inc.,iPath Series B Bloomberg Aluminum Subindex Total Return ETN,16,10.00%,7.70%,9.44%,49.33%,13.49%,--,--,$0.36M,$0.00M,$3.21M,$8.74M,$8.47M
CPER,0.80%,Commodities: Industrial Metals Copper,US Commodity Funds,United States Copper Index Fund,218,-0.15%,1.27%,-1.20%,21.29%,16.74%,9.23%,-0.16%,-$9.47M,-$18.86M,-$23.94M,$114.50M,$180.19M
JJC,0.45%,Commodities: Industrial Metals Copper,Barclays Capital Inc.,iPath Series B Bloomberg Copper Subindex Total Return ETN,80,0.09%,1.04%,-0.88%,22.16%,16.74%,--,--,$3.19M,$1.13M,$6.63M,$44.36M,$54.09M
