,expense,segment,aum,name_x,ticker,issuer,return_5y,return_10y,return_3y,return_1m,name_y,return_1y,return_3m,return_ytd,name,flow_1y,flow_3m,flow_ytd,flow_1m,flow_3y
78,0.04%,"Fixed Income: U.S. - Government, Treasury Investment Grade Short-Term",$13.96B,Vanguard Short-Term Treasury Index ETF,VGSH,Vanguard,1.46%,0.97%,1.82%,-0.49%,Vanguard Short-Term Treasury Index ETF,-1.13%,-0.75%,-0.49%,Vanguard Short-Term Treasury Index ETF,"$4,123.15M",$411.80M,$262.06M,$239.30M,"$8,418.46M"
79,0.07%,Equity: U.S. - Small Cap Growth,$13.84B,Vanguard Small-Cap Growth ETF,VBK,Vanguard,12.18%,12.13%,13.16%,-15.32%,Vanguard Small-Cap Growth ETF,-16.83%,-19.41%,-15.56%,Vanguard Small-Cap Growth ETF,"$1,246.79M",$303.63M,-$6.47M,$44.03M,"$2,503.69M"
80,0.15%,"Fixed Income: U.S. - Government, Treasury Investment Grade Ultra-Short Term",$13.56B,iShares Short Treasury Bond ETF,SHV,Blackrock,1.07%,0.58%,0.93%,-0.06%,iShares Short Treasury Bond ETF,-0.14%,-0.09%,-0.06%,iShares Short Treasury Bond ETF,"-$3,064.31M",-$171.46M,$475.71M,$558.51M,"-$7,542.71M"
81,0.09%,Equity: U.S. - Large Cap,$13.43B,Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF,GSLC,Goldman Sachs,15.29%,--,18.56%,-8.59%,Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF,11.64%,-5.34%,-9.24%,Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF,$212.09M,$149.11M,-$68.13M,$8.20M,"$5,105.11M"
82,0.23%,Equity: U.S. - Mid Cap Growth,$13.36B,iShares Russell Mid-Cap Growth ETF,IWP,Blackrock,14.33%,13.39%,16.00%,-16.62%,iShares Russell Mid-Cap Growth ETF,-9.72%,-19.91%,-16.76%,iShares Russell Mid-Cap Growth ETF,-$746.76M,$59.70M,-$180.43M,-$87.99M,"-$1,296.15M"
83,0.04%,Equity: U.S. - Large Cap Growth,$13.27B,SPDR Portfolio S&P 500 Growth ETF,SPYG,State Street Global Advisors,19.70%,16.87%,23.72%,-12.85%,SPDR Portfolio S&P 500 Growth ETF,10.53%,-7.67%,-13.15%,SPDR Portfolio S&P 500 Growth ETF,"$2,594.54M",$345.63M,-$964.09M,-$879.67M,"$5,270.13M"
84,0.35%,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade Short-Term",$13.15B,PIMCO Enhanced Short Maturity Active ETF,MINT,PIMCO,1.64%,1.42%,1.46%,-0.11%,PIMCO Enhanced Short Maturity Active ETF,-0.27%,-0.24%,-0.15%,PIMCO Enhanced Short Maturity Active ETF,"-$1,230.71M","-$1,023.90M",-$511.51M,-$575.51M,"$1,207.95M"
85,0.04%,Equity: U.S. - Large Cap Value,$13.06B,SPDR Portfolio S&P 500 Value ETF,SPYV,State Street Global Advisors,10.87%,12.17%,14.69%,-1.88%,SPDR Portfolio S&P 500 Value ETF,18.74%,-0.76%,-3.29%,SPDR Portfolio S&P 500 Value ETF,"$3,592.13M",$61.19M,$538.71M,$605.66M,"$8,195.44M"
86,0.12%,Equity: U.S. Utilities,$12.96B,Utilities Select Sector SPDR Fund,XLU,State Street Global Advisors,10.31%,10.50%,11.52%,-3.74%,Utilities Select Sector SPDR Fund,7.93%,1.01%,-6.24%,Utilities Select Sector SPDR Fund,$298.33M,$697.98M,$806.40M,$477.72M,"$2,318.93M"
87,0.03%,Equity: U.S. - Large Cap,$12.79B,SPDR Portfolio S&P 500 ETF,SPLG,State Street Global Advisors,15.70%,14.86%,19.94%,-7.66%,SPDR Portfolio S&P 500 ETF,14.69%,-4.25%,-8.45%,SPDR Portfolio S&P 500 ETF,"$3,550.27M",$459.07M,$238.58M,$367.16M,"$7,955.47M"
88,0.70%,Equity: U.S. - High Dividend Yield,$12.62B,First Trust Value Line Dividend Index Fund,FVD,First Trust,8.63%,10.09%,12.03%,-1.99%,First Trust Value Line Dividend Index Fund,18.05%,0.43%,-4.04%,First Trust Value Line Dividend Index Fund,$645.11M,$224.64M,$178.62M,$212.84M,"$5,372.77M"
89,0.07%,Equity: U.S. - Large Cap Growth,$12.51B,Vanguard Mega Cap Growth ETF,MGK,Vanguard,20.86%,17.34%,26.24%,-13.75%,Vanguard Mega Cap Growth ETF,7.29%,-9.87%,-13.97%,Vanguard Mega Cap Growth ETF,"$1,875.24M",$898.23M,$161.26M,$194.16M,"$4,012.53M"
90,0.12%,Equity: U.S. Communication Services,$12.50B,Communication Services Select Sector SPDR Fund,XLC,State Street Global Advisors,--,--,17.87%,-8.77%,Communication Services Select Sector SPDR Fund,3.67%,-11.55%,-8.26%,Communication Services Select Sector SPDR Fund,$363.92M,-$829.63M,-$624.19M,-$455.17M,"$4,537.06M"
91,0.15%,Equity: U.S. - Total Market,$12.22B,iShares MSCI USA Momentum Factor ETF,MTUM,Blackrock,16.27%,--,15.89%,-12.63%,iShares MSCI USA Momentum Factor ETF,-6.99%,-16.43%,-12.93%,iShares MSCI USA Momentum Factor ETF,"-$2,016.88M","-$1,990.58M",-$695.21M,-$704.36M,$56.42M
92,0.04%,Equity: U.S. - Total Market Growth,$11.84B,iShares Core S&P U.S. Growth ETF,IUSG,Blackrock,19.13%,16.38%,23.13%,-12.77%,iShares Core S&P U.S. Growth ETF,9.65%,-7.86%,-13.19%,iShares Core S&P U.S. Growth ETF,$348.16M,$25.30M,-$433.36M,-$380.88M,"$1,196.12M"
93,0.10%,Equity: U.S. Financials,$11.82B,Vanguard Financials ETF,VFH,Vanguard,11.73%,14.52%,15.87%,-1.68%,Vanguard Financials ETF,28.97%,-5.46%,-2.15%,Vanguard Financials ETF,"$2,016.10M",$561.13M,$442.98M,$435.74M,"$1,955.51M"
94,0.20%,Equity: U.S. - Total Market,$11.64B,iShares Russell 3000 ETF,IWV,Blackrock,14.90%,14.36%,18.96%,-8.43%,iShares Russell 3000 ETF,10.35%,-6.46%,-9.06%,iShares Russell 3000 ETF,-$383.13M,$92.57M,-$209.39M,-$153.97M,"-$2,650.01M"
95,0.04%,Equity: U.S. - Total Market Value,$11.57B,iShares Core S&P U.S. Value ETF,IUSV,Blackrock,10.67%,12.27%,14.63%,-2.01%,iShares Core S&P U.S. Value ETF,18.66%,-0.87%,-3.42%,iShares Core S&P U.S. Value ETF,"$2,508.99M",$580.90M,-$39.75M,$9.90M,"$3,936.49M"
96,0.06%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",$11.42B,iShares 5-10 Year Investment Grade Corporate Bond ETF,IGIB,Blackrock,4.39%,3.60%,5.88%,-2.29%,iShares 5-10 Year Investment Grade Corporate Bond ETF,-3.34%,-1.88%,-2.23%,iShares 5-10 Year Investment Grade Corporate Bond ETF,$931.20M,-$49.98M,$72.41M,$125.69M,"$5,682.05M"
97,0.07%,Equity: U.S. - Mid Cap Growth,$10.69B,Vanguard Mid-Cap Growth ETF,VOT,Vanguard,14.72%,13.40%,18.28%,-16.33%,Vanguard Mid-Cap Growth ETF,-2.48%,-16.85%,-16.53%,Vanguard Mid-Cap Growth ETF,$680.66M,$530.31M,$53.39M,$85.46M,"$1,674.44M"
98,0.04%,Equity: U.S. - Large Cap Value,$10.11B,Schwab U.S. Large-Cap Value ETF,SCHV,Charles Schwab,10.59%,12.01%,13.65%,-2.85%,Schwab U.S. Large-Cap Value ETF,17.42%,-1.36%,-4.32%,Schwab U.S. Large-Cap Value ETF,$537.12M,$185.70M,$88.75M,$132.61M,"$2,444.06M"
99,0.15%,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",$10.04B,iShares 3-7 Year Treasury Bond ETF,IEI,Blackrock,2.24%,1.70%,2.92%,-1.31%,iShares 3-7 Year Treasury Bond ETF,-3.55%,-1.38%,-1.23%,iShares 3-7 Year Treasury Bond ETF,-$839.61M,-$387.96M,-$143.14M,-$181.82M,"$1,975.41M"
100,0.24%,Equity: U.S. - Small Cap Growth,$9.99B,iShares Russell 2000 Growth ETF,IWO,Blackrock,10.09%,11.47%,10.83%,-15.85%,iShares Russell 2000 Growth ETF,-21.30%,-19.29%,-15.46%,iShares Russell 2000 Growth ETF,-$87.74M,$240.46M,-$474.73M,-$415.73M,"-$1,375.76M"
101,0.35%,Equity: U.S. - Large Cap,$9.71B,ProShares S&P 500 Dividend Aristocrats ETF,NOBL,ProShares,12.03%,--,15.65%,-3.07%,ProShares S&P 500 Dividend Aristocrats ETF,17.58%,0.05%,-5.20%,ProShares S&P 500 Dividend Aristocrats ETF,"$1,295.75M",$408.90M,$157.51M,$162.31M,"$3,186.23M"
102,0.25%,Equity: U.S. - Large Cap,$9.68B,Schwab Fundamental U.S. Large Company Index ETF,FNDX,Charles Schwab,13.78%,--,18.98%,-1.96%,Schwab Fundamental U.S. Large Company Index ETF,22.03%,-0.14%,-3.19%,Schwab Fundamental U.S. Large Company Index ETF,"$2,891.02M","$1,619.09M","$1,145.68M","$1,210.01M","$2,966.87M"
103,0.04%,Equity: U.S. - Mid Cap,$9.47B,Schwab U.S. Mid-Cap ETF,SCHM,Charles Schwab,10.98%,12.58%,13.32%,-8.01%,Schwab U.S. Mid-Cap ETF,3.21%,-10.01%,-9.11%,Schwab U.S. Mid-Cap ETF,$905.47M,$311.16M,$99.81M,$168.10M,"$1,966.33M"
104,0.04%,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",$9.41B,Vanguard Intermediate-Term Treasury Index ETF,VGIT,Vanguard,2.52%,1.91%,3.26%,-1.49%,Vanguard Intermediate-Term Treasury Index ETF,-3.68%,-1.29%,-1.38%,Vanguard Intermediate-Term Treasury Index ETF,"$2,785.72M",$569.38M,$56.84M,$90.10M,"$5,765.99M"
105,0.25%,Equity: U.S. - Large Cap,$9.29B,Invesco S&P 500 Low Volatility ETF,SPLV,Invesco,11.36%,12.06%,12.20%,-3.74%,Invesco S&P 500 Low Volatility ETF,15.36%,1.35%,-6.01%,Invesco S&P 500 Low Volatility ETF,$157.36M,"$1,277.93M",$744.87M,$991.44M,"-$1,286.63M"
106,0.03%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Short-Term",$9.29B,iShares 0-5 Year TIPS Bond ETF,STIP,Blackrock,3.20%,1.70%,4.90%,-0.41%,iShares 0-5 Year TIPS Bond ETF,4.37%,-0.26%,-0.69%,iShares 0-5 Year TIPS Bond ETF,"$5,960.23M","$2,118.05M",$384.39M,$479.29M,"$6,766.41M"
107,0.04%,"Fixed Income: U.S. - Government, Treasury Investment Grade Short-Term",$9.01B,Schwab Short-Term U.S. Treasury ETF,SCHO,Charles Schwab,1.45%,0.95%,1.82%,-0.49%,Schwab Short-Term U.S. Treasury ETF,-1.11%,-0.77%,-0.47%,Schwab Short-Term U.S. Treasury ETF,"$1,628.36M",-$10.39M,-$180.85M,$70.76M,"$4,244.30M"
108,0.56%,Equity: U.S. - Large Cap,$8.80B,First Trust Capital Strength ETF,FTCS,First Trust,13.52%,12.63%,16.21%,-6.74%,First Trust Capital Strength ETF,15.86%,-2.74%,-8.42%,First Trust Capital Strength ETF,$702.19M,$396.57M,$135.11M,$181.37M,"$4,809.48M"
109,0.20%,Equity: U.S. - Large Cap,$8.77B,iShares S&P 100 ETF,OEF,Blackrock,16.61%,15.03%,21.35%,-8.04%,iShares S&P 100 ETF,14.32%,-3.89%,-8.58%,iShares S&P 100 ETF,$628.40M,$514.87M,$88.13M,$154.10M,$809.34M
110,0.40%,"Fixed Income: U.S. - Corporate, Broad-based High Yield",$8.76B,SPDR Bloomberg High Yield Bond ETF,JNK,State Street Global Advisors,4.50%,4.74%,5.53%,-2.38%,SPDR Bloomberg High Yield Bond ETF,1.71%,-1.22%,-2.19%,SPDR Bloomberg High Yield Bond ETF,"-$3,200.59M",$422.80M,-$661.60M,-$727.31M,$131.49M
111,0.15%,"Fixed Income: U.S. - Corporate, Broad-based High Yield",$8.66B,iShares Broad USD High Yield Corporate Bond ETF,USHY,Blackrock,--,--,6.27%,-2.30%,iShares Broad USD High Yield Corporate Bond ETF,2.59%,-1.16%,-2.21%,iShares Broad USD High Yield Corporate Bond ETF,"$1,317.66M",$588.81M,-$23.23M,$38.36M,"$8,209.75M"
112,0.04%,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade",$8.64B,Schwab U.S. Aggregate Bond ETF,SCHZ,Charles Schwab,3.10%,2.55%,3.89%,-1.95%,Schwab U.S. Aggregate Bond ETF,-3.12%,-1.54%,-1.93%,Schwab U.S. Aggregate Bond ETF,$361.11M,-$356.80M,-$258.99M,-$248.21M,"$2,806.28M"
113,0.18%,Equity: U.S. - Small Cap Value,$8.52B,iShares S&P Small-Cap 600 Value ETF,IJS,Blackrock,9.05%,11.97%,13.05%,-3.05%,iShares S&P Small-Cap 600 Value ETF,14.22%,-4.63%,-3.79%,iShares S&P Small-Cap 600 Value ETF,$346.18M,-$434.72M,$83.08M,$119.73M,$477.40M
114,0.45%,Equity: U.S. Biotechnology,$8.50B,iShares Biotechnology ETF,IBB,Blackrock,7.26%,12.95%,5.47%,-17.52%,iShares Biotechnology ETF,-23.79%,-20.35%,-16.40%,iShares Biotechnology ETF,-$12.20M,$423.67M,$180.97M,$181.38M,-$749.92M
115,0.43%,Equity: U.S. Semiconductors,$8.46B,iShares Semiconductor ETF,SOXX,Blackrock,30.35%,24.90%,39.91%,-14.88%,iShares Semiconductor ETF,10.93%,-0.86%,-15.14%,iShares Semiconductor ETF,"$2,528.68M",$999.48M,$44.32M,$208.06M,"$4,246.49M"
116,0.50%,Equity: U.S. - Large Cap,$8.46B,First Trust Rising Dividend Achievers ETF,RDVY,First Trust,15.74%,--,21.07%,-3.66%,First Trust Rising Dividend Achievers ETF,21.59%,-2.77%,-4.98%,First Trust Rising Dividend Achievers ETF,"$5,896.23M","$2,125.06M",$883.39M,"$1,061.72M","$6,918.09M"
117,0.18%,Equity: U.S. - Mid Cap Value,$8.45B,iShares S&P Mid-Cap 400 Value ETF,IJJ,Blackrock,9.18%,11.96%,13.57%,-2.97%,iShares S&P Mid-Cap 400 Value ETF,17.76%,-3.18%,-4.71%,iShares S&P Mid-Cap 400 Value ETF,"$1,095.14M",-$531.05M,-$113.66M,$13.36M,$346.55M
118,0.43%,Equity: U.S. Information Technology,$8.23B,iShares U.S. Technology ETF,IYW,Blackrock,26.35%,20.18%,33.03%,-13.93%,iShares U.S. Technology ETF,10.92%,-8.37%,-13.99%,iShares U.S. Technology ETF,$581.53M,-$28.36M,-$513.08M,-$501.55M,$73.51M
119,0.41%,Equity: U.S. Health Care Equipment,$7.88B,iShares U.S. Medical Devices ETF,IHI,Blackrock,20.36%,19.13%,18.37%,-11.67%,iShares U.S. Medical Devices ETF,2.89%,-10.83%,-12.10%,iShares U.S. Medical Devices ETF,"-$1,115.46M",$102.02M,-$61.77M,-$25.49M,"$1,984.49M"
120,0.51%,Equity: U.S. Internet,$7.87B,First Trust Dow Jones Internet Index Fund,FDN,First Trust,16.67%,18.74%,12.74%,-18.47%,First Trust Dow Jones Internet Index Fund,-16.51%,-23.55%,-17.44%,First Trust Dow Jones Internet Index Fund,"-$1,497.11M",-$472.75M,-$401.85M,-$401.94M,"-$3,316.13M"
121,0.12%,Equity: U.S. Materials,$7.86B,Materials Select Sector SPDR Fund,XLB,State Street Global Advisors,11.72%,10.69%,18.59%,-5.64%,Materials Select Sector SPDR Fund,14.67%,-2.24%,-8.03%,Materials Select Sector SPDR Fund,$687.57M,$512.21M,$377.93M,$283.04M,"$2,113.25M"
122,0.07%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",$7.79B,SPDR Portfolio Short Term Corporate Bond ETF,SPSB,State Street Global Advisors,2.23%,1.88%,2.57%,-0.48%,SPDR Portfolio Short Term Corporate Bond ETF,-0.74%,-0.76%,-0.58%,SPDR Portfolio Short Term Corporate Bond ETF,$661.42M,$44.70M,-$107.75M,-$110.84M,"$3,161.89M"
123,0.08%,Equity: U.S. - High Dividend Yield,$7.68B,iShares Core High Dividend ETF,HDV,Blackrock,8.23%,10.16%,9.67%,1.74%,iShares Core High Dividend ETF,17.20%,4.68%,0.53%,iShares Core High Dividend ETF,$922.53M,$44.65M,$158.84M,$179.03M,$266.34M
124,0.17%,Equity: U.S. - Mid Cap Growth,$7.35B,iShares S&P Mid-Cap 400 Growth ETF,IJK,Blackrock,10.66%,12.01%,13.91%,-11.16%,iShares S&P Mid-Cap 400 Growth ETF,-3.23%,-11.59%,-12.55%,iShares S&P Mid-Cap 400 Growth ETF,-$456.02M,-$74.49M,-$207.70M,-$177.83M,"-$2,583.93M"
125,0.52%,"Fixed Income: U.S. - Corporate, Preferred",$7.35B,Invesco Preferred ETF,PGX,Invesco,5.58%,6.22%,6.52%,-1.64%,Invesco Preferred ETF,1.84%,-2.20%,-2.62%,Invesco Preferred ETF,$587.24M,$107.78M,-$54.58M,-$61.26M,"$2,859.41M"
126,0.08%,Equity: U.S. - Large Cap Growth,$7.22B,Vanguard Russell 1000 Growth ETF,VONG,Vanguard,20.66%,17.20%,24.78%,-13.27%,Vanguard Russell 1000 Growth ETF,6.66%,-9.55%,-13.48%,Vanguard Russell 1000 Growth ETF,"$1,242.67M",$286.07M,$77.99M,-$11.56M,"$2,532.41M"
127,0.10%,Equity: U.S. Energy,$7.13B,Vanguard Energy ETF,VDE,Vanguard,0.84%,1.38%,6.38%,17.37%,Vanguard Energy ETF,63.99%,9.66%,16.34%,Vanguard Energy ETF,"$1,043.85M",$512.14M,$309.04M,$334.18M,"$2,087.54M"
128,0.10%,Equity: U.S. - Large Cap Growth,$6.98B,Vanguard S&P 500 Growth ETF,VOOG,Vanguard,19.60%,16.86%,23.64%,-12.92%,Vanguard S&P 500 Growth ETF,10.41%,-7.72%,-13.23%,Vanguard S&P 500 Growth ETF,"$1,481.09M",$597.17M,$87.51M,$125.32M,"$2,485.82M"
129,0.07%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Short-Term",$6.88B,iShares Short-Term National Muni Bond ETF,SUB,Blackrock,1.37%,0.97%,1.43%,-1.03%,iShares Short-Term National Muni Bond ETF,-1.05%,-0.99%,-1.04%,iShares Short-Term National Muni Bond ETF,"$2,669.32M",$653.16M,$106.94M,$117.65M,"$4,771.47M"
130,0.47%,Equity: U.S. - Total Market,$6.84B,VanEck Morningstar Wide Moat ETF,MOAT,VanEck,16.49%,--,19.36%,-3.84%,VanEck Morningstar Wide Moat ETF,14.56%,-4.03%,-4.68%,VanEck Morningstar Wide Moat ETF,"$2,016.16M",$200.91M,$23.32M,$61.32M,"$3,460.15M"
131,0.08%,Equity: U.S. - Large Cap Value,$6.82B,Vanguard Russell 1000 Value ETF,VONV,Vanguard,9.82%,11.84%,13.65%,-2.52%,Vanguard Russell 1000 Value ETF,17.32%,-2.05%,-3.97%,Vanguard Russell 1000 Value ETF,"$2,665.93M",$332.89M,$33.00M,$53.28M,"$3,896.19M"
132,0.28%,Equity: U.S. - Total Market,$6.77B,WisdomTree US Quality Dividend Growth Fund,DGRW,WisdomTree,15.32%,--,18.37%,-3.84%,WisdomTree US Quality Dividend Growth Fund,15.69%,1.02%,-5.29%,WisdomTree US Quality Dividend Growth Fund,$721.27M,$92.34M,$50.34M,$47.04M,"$2,370.03M"
133,0.03%,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade",$6.76B,SPDR Portfolio Aggregate Bond ETF,SPAB,State Street Global Advisors,3.12%,2.63%,3.92%,-2.02%,SPDR Portfolio Aggregate Bond ETF,-3.10%,-1.56%,-1.86%,SPDR Portfolio Aggregate Bond ETF,"$1,544.74M",$377.73M,$363.07M,$401.61M,"$2,922.12M"
134,0.04%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",$6.67B,iShares Broad USD Investment Grade Corporate Bond ETF,USIG,Blackrock,4.41%,3.90%,5.76%,-2.77%,iShares Broad USD Investment Grade Corporate Bond ETF,-3.12%,-2.19%,-2.63%,iShares Broad USD Investment Grade Corporate Bond ETF,"$1,058.59M",$208.73M,$262.61M,$215.18M,"$4,007.48M"
135,0.41%,Equity: U.S. Real Estate,$6.66B,iShares U.S. Real Estate ETF,IYR,Blackrock,9.54%,9.50%,12.30%,-6.54%,iShares U.S. Real Estate ETF,24.10%,-3.84%,-9.54%,iShares U.S. Real Estate ETF,"$2,142.18M",-$3.69M,$146.11M,$594.68M,"$2,045.00M"
136,0.07%,Equity: U.S. REITs,$6.60B,Schwab U.S. REIT ETF,SCHH,Charles Schwab,5.90%,8.12%,7.69%,-5.91%,Schwab U.S. REIT ETF,26.66%,-1.63%,-9.05%,Schwab U.S. REIT ETF,$635.00M,$64.24M,-$31.61M,$30.84M,"$1,075.02M"
137,0.34%,Equity: U.S. - Extended Market Value,$6.59B,Dimensional U.S. Targeted Value ETF,DFAT,Dimensional Fund Advisors LP,--,--,--,-2.46%,Dimensional U.S. Targeted Value ETF,--,-3.23%,-4.17%,Dimensional U.S. Targeted Value ETF,$583.62M,$250.98M,$126.93M,$148.22M,$583.62M
138,0.10%,Equity: U.S. Consumer Staples,$6.47B,Vanguard Consumer Staples ETF,VDC,Vanguard,9.94%,11.70%,15.80%,-0.95%,Vanguard Consumer Staples ETF,15.70%,4.72%,-3.34%,Vanguard Consumer Staples ETF,$319.93M,$287.58M,-$14.33M,$35.28M,$403.22M
139,0.10%,Equity: U.S. Consumer Discretionary,$6.34B,Vanguard Consumer Discretionary ETF,VCR,Vanguard,18.91%,17.81%,24.01%,-11.71%,Vanguard Consumer Discretionary ETF,2.31%,-10.56%,-12.38%,Vanguard Consumer Discretionary ETF,"$1,047.27M",$71.16M,-$170.43M,-$170.45M,"$1,705.87M"
140,0.10%,Equity: U.S. - Small Cap,$6.30B,Vanguard Russell 2000 ETF,VTWO,Vanguard,9.19%,11.19%,12.08%,-10.38%,Vanguard Russell 2000 ETF,-6.29%,-13.04%,-10.66%,Vanguard Russell 2000 ETF,"$3,172.73M",$648.71M,-$139.95M,-$63.46M,"$4,423.82M"
141,0.08%,Equity: U.S. Information Technology,$6.24B,Fidelity MSCI Information Technology Index ETF,FTEC,Fidelity,25.84%,--,31.53%,-13.55%,Fidelity MSCI Information Technology Index ETF,8.58%,-7.76%,-13.84%,Fidelity MSCI Information Technology Index ETF,$376.59M,$208.06M,$54.87M,$68.50M,"$1,456.49M"
142,0.06%,"Fixed Income: U.S. - Broad Market, Broad-based Short-Term",$6.24B,iShares Core 1-5 Year USD Bond ETF,ISTB,Blackrock,2.26%,--,2.75%,-0.77%,iShares Core 1-5 Year USD Bond ETF,-1.53%,-1.07%,-0.79%,iShares Core 1-5 Year USD Bond ETF,"$1,628.29M",$122.13M,-$44.96M,-$44.96M,"$4,059.24M"
143,0.35%,Equity: U.S. - Large Cap,$6.22B,JPMorgan Equity Premium Income ETF,JEPI,JPMorgan Chase,--,--,--,-4.45%,JPMorgan Equity Premium Income ETF,13.14%,-2.07%,-5.70%,JPMorgan Equity Premium Income ETF,"$6,132.33M","$2,116.47M",$711.78M,$912.66M,"$6,296.66M"
144,0.65%,"Fixed Income: U.S. - Corporate, Broad-based High Yield Floating Rate",$6.20B,Invesco Senior Loan ETF,BKLN,Invesco,2.69%,3.18%,3.19%,0.08%,Invesco Senior Loan ETF,1.51%,0.36%,-0.15%,Invesco Senior Loan ETF,$457.31M,-$609.12M,-$127.97M,-$112.54M,"$1,238.36M"
145,0.08%,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade Ultra-Short Term",$6.19B,BlackRock Ultra Short-Term Bond ETF,ICSH,Blackrock,1.67%,--,1.52%,-0.04%,BlackRock Ultra Short-Term Bond ETF,0.04%,-0.15%,-0.08%,BlackRock Ultra Short-Term Bond ETF,"$1,016.61M",$468.68M,$108.28M,$229.19M,"$5,255.68M"
146,0.35%,Equity: U.S. Biotechnology,$6.17B,SPDR S&P Biotech ETF,XBI,State Street Global Advisors,7.95%,14.15%,3.60%,-22.70%,SPDR S&P Biotech ETF,-41.83%,-26.54%,-18.38%,SPDR S&P Biotech ETF,"$1,722.33M","$1,432.49M",$335.21M,$531.35M,"$2,392.61M"
147,0.60%,Equity: U.S. - Large Cap,$5.97B,Global X NASDAQ 100 Covered Call ETF,QYLD,"Mirae Asset Global Investments Co., Ltd.",8.01%,--,8.96%,-8.69%,Global X NASDAQ 100 Covered Call ETF,-2.27%,-8.19%,-8.97%,Global X NASDAQ 100 Covered Call ETF,"$4,996.41M","$1,767.02M",$707.66M,$878.24M,"$6,297.11M"
148,0.15%,"Fixed Income: U.S. - Corporate, Broad-based High Yield",$5.97B,Xtrackers USD High Yield Corporate Bond ETF,HYLB,DWS,4.56%,--,5.23%,-0.18%,Xtrackers USD High Yield Corporate Bond ETF,1.45%,-1.36%,-2.13%,Xtrackers USD High Yield Corporate Bond ETF,"-$1,180.18M",-$621.95M,-$482.66M,-$402.94M,"$3,625.87M"
149,0.09%,Equity: U.S. - Total Market,$5.92B,Vanguard ESG U.S. Stock ETF,ESGV,Vanguard,--,--,20.90%,-10.12%,Vanguard ESG U.S. Stock ETF,9.37%,-7.38%,-10.75%,Vanguard ESG U.S. Stock ETF,"$2,449.97M",$743.66M,$230.47M,$291.85M,"$4,860.70M"
150,0.68%,"Fixed Income: U.S. - Broad Market, Asset-backed Short-Term",$5.91B,First Trust Low Duration Opportunities ETF,LMBS,First Trust,-0.51%,--,-0.22%,-0.40%,First Trust Low Duration Opportunities ETF,-1.75%,-0.69%,-0.31%,First Trust Low Duration Opportunities ETF,-$501.65M,-$719.38M,-$297.61M,-$297.61M,"$3,869.77M"
151,0.11%,Equity: U.S. - Total Market,$5.81B,Dimensional U.S. Equity ETF,DFUS,Dimensional Fund Advisors LP,--,--,--,-8.23%,Dimensional U.S. Equity ETF,--,-5.47%,-8.96%,Dimensional U.S. Equity ETF,$184.70M,$88.23M,$39.70M,$47.95M,$184.70M
152,0.12%,Equity: U.S. Real Estate,$5.80B,Real Estate Select Sector SPDR Fund,XLRE,State Street Global Advisors,12.34%,--,15.91%,-6.13%,Real Estate Select Sector SPDR Fund,30.03%,-1.18%,-9.55%,Real Estate Select Sector SPDR Fund,"$2,982.97M","$1,446.16M",$221.91M,$481.20M,"$2,159.68M"
153,0.05%,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade Long-Term",$5.72B,Vanguard Long-Term Bond ETF,BLV,Vanguard,7.44%,7.31%,8.47%,-4.68%,Vanguard Long-Term Bond ETF,-4.98%,-2.45%,-4.25%,Vanguard Long-Term Bond ETF,$668.97M,-$69.50M,-$218.86M,-$208.71M,"$2,619.69M"
154,0.90%,Equity: U.S. MLPs,$5.72B,Alerian MLP ETF,AMLP,SS&C,-3.28%,-0.70%,-0.90%,13.36%,Alerian MLP ETF,40.70%,-0.27%,9.13%,Alerian MLP ETF,$81.63M,$195.19M,$220.88M,$141.01M,-$823.83M
155,0.35%,Equity: U.S. Regional Banks,$5.72B,SPDR S&P Regional Banking ETF,KRE,State Street Global Advisors,7.64%,12.90%,13.83%,3.64%,SPDR S&P Regional Banking ETF,28.92%,-0.11%,2.40%,SPDR S&P Regional Banking ETF,"$2,414.73M",$181.63M,$747.92M,$624.46M,"$2,164.12M"
156,0.39%,Equity: U.S. - Large Cap,$5.71B,Invesco FTSE RAFI U.S. 1000 ETF,PRF,Invesco,12.55%,13.46%,17.74%,-2.04%,Invesco FTSE RAFI U.S. 1000 ETF,21.17%,-0.55%,-3.35%,Invesco FTSE RAFI U.S. 1000 ETF,$277.55M,$164.39M,$96.62M,$106.86M,"-$1,362.05M"
